6.000000000000000000e+03 1.445106984253965784e+05
6.000088890864241876e+03 1.388546062433092739e+05
6.000177781728482842e+03 1.722575469257008226e+05
6.000266672592724717e+03 1.066729466499317059e+05
6.000355563456965683e+03 1.863680656116952305e+05
6.000444454321207559e+03 1.183651925935616018e+05
6.000533345185448525e+03 1.448011018204455904e+05
6.000622236049690400e+03 1.180299485773501074e+05
6.000711126913931366e+03 1.849269228704721609e+05
6.000800017778173242e+03 1.463961682295649662e+05
6.000888908642414208e+03 8.390520672886089596e+04
6.000977799506656083e+03 1.667456713186400884e+05
6.001066690370897049e+03 1.965013842363214062e+05
6.001155581235138925e+03 1.950826611594049318e+05
6.001244472099379891e+03 1.614535632062936202e+05
6.001333362963621767e+03 1.782230127967959852e+05
6.001422253827862733e+03 1.963842567351291946e+05
6.001511144692104608e+03 1.353694954692982719e+05
6.001600035556345574e+03 1.866608379527621437e+05
6.001688926420587450e+03 1.679961164389436890e+05
6.001777817284828416e+03 1.546745108549994184e+05
6.001866708149070291e+03 1.376351141088240838e+05
6.001955599013311257e+03 1.975181645044853794e+05
6.002044489877553133e+03 2.242041218646186462e+05
6.002133380741794099e+03 1.729728730751806288e+05
6.002222271606035974e+03 1.726633327166742238e+05
6.002311162470276940e+03 1.046530033000643016e+05
6.002400053334518816e+03 1.438177646448551677e+05
6.002488944198759782e+03 2.270571623366797285e+05
6.002577835063001658e+03 2.427063596130407241e+05
6.002666725927242624e+03 1.929735962316288787e+05
6.002755616791484499e+03 1.557113076750281325e+05
6.002844507655725465e+03 1.592710203220076219e+05
6.002933398519967341e+03 1.412396330010817910e+05
6.003022289384208307e+03 1.537628170209718810e+05
6.003111180248450182e+03 1.963088909233391169e+05
6.003200071112691148e+03 1.009961059424924315e+05
6.003288961976933024e+03 1.726984038613038138e+05
6.003377852841173990e+03 1.746925376992035890e+05
6.003466743705415865e+03 1.268137542798651411e+05
6.003555634569656831e+03 2.395170279896414140e+05
6.003644525433898707e+03 1.484001344669992686e+05
6.003733416298139673e+03 1.723500881693456322e+05
6.003822307162381549e+03 1.103436760072275210e+05
6.003911198026622515e+03 1.446202904650251148e+05
6.004000088890864390e+03 1.470709274235705088e+05
6.004088979755105356e+03 1.962211978962470312e+05
6.004177870619347232e+03 1.091190608123021666e+05
6.004266761483588198e+03 1.477191302711998287e+05
6.004355652347830073e+03 1.536472408460376610e+05
6.004444543212071039e+03 1.556232837020183215e+05
6.004533434076312915e+03 1.759338570735474641e+05
6.004622324940553881e+03 1.385641809315477731e+05
6.004711215804795756e+03 8.668291738955839537e+04
6.004800106669036722e+03 1.446511764568362851e+05
6.004888997533278598e+03 1.055611620932792430e+05
6.004977888397519564e+03 1.453291078853443032e+05
6.005066779261761440e+03 1.778538677129145071e+05
6.005155670126002406e+03 1.310361147218119295e+05
6.005244560990244281e+03 1.525692653331292677e+05
6.005333451854485247e+03 1.718454724262817763e+05
6.005422342718727123e+03 1.611269938550801598e+05
6.005511233582968089e+03 1.155009525871004880e+05
6.005600124447209964e+03 1.419620895627290884e+05
6.005689015311450930e+03 1.077830411482566124e+05
6.005777906175692806e+03 1.331990773545039701e+05
6.005866797039933772e+03 1.430448881903969741e+05
6.005955687904175647e+03 9.498092172031405789e+04
6.006044578768417523e+03 1.254621565028807381e+05
6.006133469632658489e+03 1.018755462560416781e+05
6.006222360496900365e+03 1.207878860878853593e+05
6.006311251361141331e+03 1.408028120182310813e+05
6.006400142225383206e+03 1.201302408674848120e+05
6.006489033089624172e+03 1.030434534650934365e+05
6.006577923953866048e+03 1.478497726959385327e+05
6.006666814818107014e+03 1.046551495713060140e+05
