6.000000000000000000e+03 2.740942973818077007e+05
6.000088890864241876e+03 2.540731742826151312e+05
6.000177781728482842e+03 3.142821231973788235e+05
6.000266672592724717e+03 1.992628224290874205e+05
6.000355563456965683e+03 3.345369700215540361e+05
6.000444454321207559e+03 2.221066197027571907e+05
6.000533345185448525e+03 2.716882987547754892e+05
6.000622236049690400e+03 2.192635946697944019e+05
6.000711126913931366e+03 3.309400179372365237e+05
6.000800017778173242e+03 2.667562920429760707e+05
6.000888908642414208e+03 1.569965373717113107e+05
6.000977799506656083e+03 2.947315897518989514e+05
6.001066690370897049e+03 3.446234950668570236e+05
6.001155581235138925e+03 3.415538738150241552e+05
6.001244472099379891e+03 2.974709855779494974e+05
6.001333362963621767e+03 3.058420304399109446e+05
6.001422253827862733e+03 3.411615972309978097e+05
6.001511144692104608e+03 2.472342277866093500e+05
6.001600035556345574e+03 3.292168501215655124e+05
6.001688926420587450e+03 3.012464642460670439e+05
6.001777817284828416e+03 2.862140265897102654e+05
6.001866708149070291e+03 2.557588535094933177e+05
6.001955599013311257e+03 3.558728199903836939e+05
6.002044489877553133e+03 3.927649254809971317e+05
6.002133380741794099e+03 3.114909523638100945e+05
6.002222271606035974e+03 3.142675264675549697e+05
6.002311162470276940e+03 1.962515424453262240e+05
6.002400053334518816e+03 2.604488493459801830e+05
6.002488944198759782e+03 3.985869202887243591e+05
6.002577835063001658e+03 4.196728770861776429e+05
6.002666725927242624e+03 3.492422805425926927e+05
6.002755616791484499e+03 2.803270704713166924e+05
6.002844507655725465e+03 2.933529802490692819e+05
6.002933398519967341e+03 2.608164488540278398e+05
6.003022289384208307e+03 2.711596504744350677e+05
6.003111180248450182e+03 3.453225401443950832e+05
6.003200071112691148e+03 1.894095092470029194e+05
6.003288961976933024e+03 3.159206400355172809e+05
6.003377852841173990e+03 3.088337102154178428e+05
6.003466743705415865e+03 2.324786820804244198e+05
6.003555634569656831e+03 4.175507384777180268e+05
6.003644525433898707e+03 2.674903866573616397e+05
6.003733416298139673e+03 3.079411853505021427e+05
6.003822307162381549e+03 2.046513539389805228e+05
6.003911198026622515e+03 2.694612283373461105e+05
6.004000088890864390e+03 2.680919946691220975e+05
6.004088979755105356e+03 3.566780753296120674e+05
6.004177870619347232e+03 2.035431424984612968e+05
6.004266761483588198e+03 2.832471769204892917e+05
6.004355652347830073e+03 2.848708400740163052e+05
6.004444543212071039e+03 2.892402173382988549e+05
6.004533434076312915e+03 3.196757348932722816e+05
6.004622324940553881e+03 2.598004050762024708e+05
6.004711215804795756e+03 1.640869029899252346e+05
6.004800106669036722e+03 2.584437212298740924e+05
6.004888997533278598e+03 1.970710180627370137e+05
6.004977888397519564e+03 2.686810459476987598e+05
6.005066779261761440e+03 3.195005494308479247e+05
6.005155670126002406e+03 2.402721582399569161e+05
6.005244560990244281e+03 2.740067492990312749e+05
6.005333451854485247e+03 3.076420272480736021e+05
6.005422342718727123e+03 2.927803901032806607e+05
6.005511233582968089e+03 2.152150503675657092e+05
6.005600124447209964e+03 2.623226497441054089e+05
6.005689015311450930e+03 2.045785888090850203e+05
6.005777906175692806e+03 2.524252030823152745e+05
6.005866797039933772e+03 2.636638751812136616e+05
6.005955687904175647e+03 1.760071503783260123e+05
6.006044578768417523e+03 2.330173182287067757e+05
6.006133469632658489e+03 1.885366477692170010e+05
6.006222360496900365e+03 2.261733585713715875e+05
6.006311251361141331e+03 2.606625407188514655e+05
6.006400142225383206e+03 2.234452898335264763e+05
6.006489033089624172e+03 1.926705230531775451e+05
6.006577923953866048e+03 2.693648809282861184e+05
6.006666814818107014e+03 1.966861974587784498e+05
6.006755705682348889e+03 3.250063681848762208e+05
6.006844596546589855e+03 2.280194330689681810e+05
6.006933487410831731e+03 2.309159581082530785e+05
6.007022378275072697e+03 2.569466484204799344e+05
6.007111269139314572e+03 3.199751660753785400e+05
6.007200160003555538e+03 2.561994288130511995e+05
6.007289050867797414e+03 3.533557960680017713e+05
6.007377941732038380e+03 3.931807209400892607e+05
6.007466832596280256e+03 3.241797392306836555e+05
6.007555723460521222e+03 2.581504793710020022e+05
6.007644614324763097e+03 2.966249459028539131e+05
6.007733505189004063e+03 2.053146460755179869e+05
6.007822396053245939e+03 1.792814597760245961e+05
6.007911286917486905e+03 2.554801484782331681e+05
6.008000177781728780e+03 2.589529427571014094e+05
6.008089068645969746e+03 1.844589021764038771e+05
6.008177959510211622e+03 2.000201470064457098e+05
6.008266850374452588e+03 2.814874648925664369e+05
